Daniel Defoe,The Life and Adventures of Robinson Crusoe Of York, Mariner, Vol. 1
Bram Stoker,Dracula
Sir Walter Scott,St. Ronan's Well
Lyman Frank Baum,The Patchwork Girl of Oz
Charles Dickens,Sunday Under Three Heads
Edgar Rice Burroughs,Tarzan and the Jewels of Opar
George Alfred Henty,The Queen's Cup
R M Ballantyne,Rivers of Ice
Walter de la Mare,Collected Poems 1901-1918 in Two Volumes Volume 2
Nathaniel Hawthorne,Our Old Home
Robert Louis Stevenson,The Master of Ballantrae
Anthony Trollope,The Three Clerks
Henry Rider Haggard,Moon of Israel
Anthony Trollope,The Mistletoe Bough
Henry James,Some Short Stories
Edward Stratemeyer,The Rover Boys in the Jungle
Henry James,Hawthorne
Henry Rider Haggard,Lysbeth
William Dean Howells,A Chance Acquaintance
William Dean Howells,The Editor's Relations With The Young Contributor
James Otis,Commodore Barney's Young Spies
William Wymark Jacobs,The Substitute, Deep Waters, Part 9
D H Lawrence,Touch and Go
Nathaniel Hawthorne,From Twice Told Tales
George Bernard Shaw,John Bull's Other Island
Robert Louis Stevenson,Letters of Robert Louis Stevenson, Volume 1
Harold Bindloss,The Mistress of Bonaventure
Henry James,Madame de Mauves
Charles Kingsley,Two Years Ago, Volume I
George Bernard Shaw,The Devil's Disciple
Richard Brinsley Sheridan,St. Patrick's Day
Beatrix Potter,The Tale of Johnny Town-Mouse
Sir Walter Scott,Peveril of the Peak
Louisa May Alcott,May Flowers
D H Lawrence,Fantasia of the Unconscious
Nathaniel Hawthorne,Fire Worship (From "Mosses From An Old Manse")
John Morley,Critical Miscellanies, Volume 1, Essay 5, Emerson
Joseph Conrad,Within the Tides
Henry Rider Haggard,Allan Quatermain
John Bunyan,The Holy War
Rudyard Kipling,Actions and Reactions
Nathaniel Hawthorne,Monsieur du Muroir (From "Mosses From An Old Manse")
Henry Rider Haggard,The Ghost Kings
Zane Grey,To the Last Man
R M Ballantyne,Freaks on the Fells
Jonathan Swift,The Prose Works of Jonathan Swift, D.D., Volume 4
Thomas Robert Malthus,Observations on the Effects of the Corn Laws, and of a Rise or Fall in the Price of Corn on the Agriculture and General Wealth of the Country
Daniel Defoe,The Fortunes and Misfortunes of the Famous Moll Flanders
Andrew Lang,Prince Prigio From "His Own Fairy Book"
Lewis Carroll,Sylvie and Bruno
Wilkie Collins,Hide and Seek
Rudyard Kipling,Rewards and Fairies
Charlotte Mary Yonge,Grisly Grisell
George Alfred Henty,A Search For A Secret, a Novel, Volume 2
Henry Rider Haggard,Maiwa's Revenge
Sir Arthur Conan Doyle,The Return of Sherlock Holmes
Andrew Lang,Letters to Dead Authors
George Alfred Henty,A Final Reckoning
Harold Bindloss,The Boy Ranchers of Puget Sound
Thomas Henry Huxley,Geological Contemporaneity and Persistent Types of Life
Lyman Frank Baum,Tik-Tok of Oz
Robert Louis Stevenson,The Works of Robert Louis Stevenson - Swanston Edition, Volume 6
Elizabeth Barrett Browning,The Poetical Works of Elizabeth Barrett Browning Volume IV
Charles Dickens,Doctor Marigold
Thomas Carlyle,History of Friedrich II of Prussia, Volume 11
James Otis,Teddy and Carrots
Henry Rider Haggard,The Virgin of the Sun
Edward Stratemeyer,The Rover Boys at School
Edgar Rice Burroughs,The Return of Tarzan
Joseph Conrad,The Shadow-Line
Jacob Abbott,Gentle Measures in the Management and Training of the Young
Lyman Frank Baum,Aunt Jane's Nieces in Society
John Ruskin,A Joy For Ever
Thomas Henry Huxley,Hasisadra's Adventure
Jacob Abbott,The Teacher
Samuel Taylor Coleridge,Coleridge's Literary Remains, Volume 2
Daniel Defoe,A New Voyage Round the World by a Course Never Sailed Before
Henry James,Glasses
John Galsworthy,The Forsyte Saga, Complete
William Dean Howells,Spanish Prisoners of War
Henry Rider Haggard,Jess
R M Ballantyne,The Eagle Cliff
Sir Arthur Conan Doyle,The War in South Africa
Mark Twain,The Stolen White Elephant
Howard Pyle,The Story of the Champions of the Round Table
Thomas Henry Huxley,Lectures on Evolution
John Ruskin,Lectures on Art
Alexander Pope,Essay on Man
Herbert George Wells,Mankind in the Making
Ezra Pound,Hugh Selwyn Mauberley
Daniel Defoe,Military Memoirs of Capt. George Carleton
G K Chesterton,The Man Who Knew Too Much
Nathaniel Hawthorne,A Book of Autographs
John Locke,An Essay Concerning Humane Understanding, Volume 2
Harold Bindloss,Lister's Great Adventure
Nathaniel Hawthorne,An Old Woman's Tale
Thomas Hardy,The Dynasts
John Galsworthy,Quality and Other Studies and Essays
Winston Churchill,Dr. Jonathan (A Play)
Sir Arthur Conan Doyle,His Last Bow
Edward Stratemeyer,The Mystery at Putnam Hall
Jacob Abbott,Alexander the Great
William Penn,A Sermon Preached at the Quaker's Meeting House
Thomas Carlyle,Early Kings of Norway
Henry Rider Haggard,The Ancient Allan
John Morley,Critical Miscellanies, Volume 3, Essay 10, Auguste Comte
Thomas Crofton Croker,A Walk from London to Fulham
Rudyard Kipling,An Almanac of Twelve Sports
Abraham Lincoln,The Writings of Abraham Lincoln, Volume 6: 1862-1863
Grant Allen,Strange Stories
Lewis Carroll,Through the Looking-Glass
Thomas Henry Huxley,The Rise and Progress of Palaeontology
Louisa May Alcott,Hospital Sketches
Charles Kingsley,Plays and Puritans
William Dean Howells,Literary Boston
T S Eliot,Ezra Pound: His Metric and Poetry
Henry James,In the Cage
Charlotte Mary Yonge,Sowing and Sewing
Joseph Conrad,Almayer's Folly
Charlotte Mary Yonge,Unknown to History
John Ruskin,The Storm-Cloud of the Nineteenth Century
Hamlin Garland,The Trail of the Goldseekers
Benjamin Disraeli,The Voyage of Captain Popanilla
Charles Dickens,Speeches: Literary and Social
William Wymark Jacobs,Double Dealing, Sailor's Knots, Part 11
Mary Stewart Daggett,Mariposilla
William Somerset Maugham,Of Human Bondage
Lyman Frank Baum,Aunt Jane's Nieces
Robert Louis Stevenson,Vailima Letters
Charles Kingsley,The Saint's Tragedy
Charles Dickens,American Notes for General Circulation
Hamlin Garland,Prairie Folks
William Makepeace Thackeray,A Little Dinner at Timmins's
Thomas Carlyle,Latter-Day Pamphlets
John Galsworthy,Hall-Marked and Others
R M Ballantyne,Dusty Diamonds Cut and Polished
Oscar Wilde,The Happy Prince and Other Tales
William Wordsworth,The Poetical Works of William Wordsworth, Volume 3
Edgar Rice Burroughs,Warlord of Mars
Mark Twain,The Treaty With China, its Provisions Explained
Harold Bindloss,A Prairie Courtship
William Wymark Jacobs,Dixon's Return, Odd Craft, Part 10
James Matthew Barrie,Courage
George Alfred Henty,With Lee in Virginia
Henry Rider Haggard,She and Allan
William Wymark Jacobs,Husbandry, Deep Waters, Part 6
R M Ballantyne,The Crew of the Water Wagtail
Louisa May Alcott,Spinning-Wheel Stories
George Alfred Henty,For the Temple
Charlotte Bronte,The Professor
Anthony Trollope,Can You Forgive Her?
William Wymark Jacobs,Striking Hard, Deep Waters, Part 10
Thomas Henry Huxley,Aphorisms and Reflections from the Works of T. H. Huxley
Nathaniel Hawthorne,Passages From the English Notebooks
Mark Twain,The Curious Republic of Gondour and Other Whimsical Sketches
Alfred Russel Wallace,Contributions to the Theory of Natural Selection
Louisa May Alcott,Rose in Bloom
Harold Bindloss,For the Allinson Honor
R M Ballantyne,The Island Queen
Charles Dickens,Going into Society
James Fenimore Cooper,The Red Rover
R M Ballantyne,Erling the Bold
Sir Arthur Conan Doyle,The Doings Of Raffles Haw
Philip Kindred Dick,Mr. Spaceship
Robert Louis Stevenson,Father Damien
Herbert George Wells,The Wife of Sir Isaac Harman
R M Ballantyne,The Hot Swamp
Nathaniel Hawthorne,The Vision of the Fountain (From "Twice Told Tales")
Thomas Hardy,Wessex Tales
John Ruskin,Ariadne Florentina
Joseph Conrad,Tales of Unrest
Zane Grey,The Day of the Beast
William Wymark Jacobs,A Mixed Proposal, The Lady of the Barge and Others, Part 9
George Alfred Henty,A Chapter of Adventures
Jerome Klapka Jerome,John Ingerfield and Other Stories
Rudyard Kipling,Stalky & Co
William Butler Yeats,The Hour Glass
George Alfred Henty,Through the Fray
Hamlin Garland,The Forester's Daughter
William Dean Howells,The Leatherwood God
Thomas Carlyle,History of Friedrich II of Prussia, Volume 16
John Galsworthy,The Project Gutenberg Plays of John Galsworthy, Complete
William J Long,Wood Folk at School
Thornton Waldo Burgess,Happy Jack
Jacob Abbott,Romulus
Abraham Lincoln,The Life and Public Service of General Zachary Taylor: An Address
Edgar Rice Burroughs,The Son of Tarzan
Sir Walter Scott,Letters On Demonology And Witchcraft
Edgar Rice Burroughs,The Efficiency Expert
Sir Walter Scott,The Black Dwarf
P G Wodehouse,The Clicking of Cuthbert
P G Wodehouse,The Coming of Bill
Edward Phillips Oppenheim,Mr. Marx's Secret
John Ruskin,The Poetry of Architecture
Thomas Henry Huxley,On Some Fossil Remains of Man
Charles Darwin,Insectivorous Plants
Sir Arthur Conan Doyle,A Desert Drama
Sir Walter Scott,Quentin Durward
Charles Dickens,Nicholas Nickleby
Rafael Sabatini,The Shame of Motley
Henry James,The Path Of Duty
James Russell Lowell,The Vision of Sir Launfal And Other Poems, Version 1
Daniel Defoe,An Appeal to Honour and Justice, Though It Be of His Worst Enemies
Lyman Frank Baum,The Lost Princess of Oz
Anthony Trollope,Barchester Towers
Robert Louis Stevenson,The Works of Robert Louis Stevenson - Swanston Edition, Volume 4
William Dean Howells,Literary Friends And Acquaintances
Zane Grey,The Man of the Forest
John Galsworthy,Joy
Louisa May Alcott,The Louisa Alcott Reader
Edmund Burke,The Works of the Right Honourable Edmund Burke, Vol. 04 (of 12)
Alfred Russel Wallace,Darwinism
Robert Louis Stevenson,The Silverado Squatters
Mark Twain,Eve's Diary, Complete
Howard Pyle,Stolen Treasure
Andrew Lang,New Collected Rhymes
William Dean Howells,The Minister's Charge
Henry James,The Author Of Beltraffio
R M Ballantyne,Wrecked but not Ruined
John Galsworthy,The Pigeon
Anthony Trollope,The Eustace Diamonds
Rafael Sabatini,The Life of Cesare Borgia
Robert Louis Stevenson,The Works of Robert Louis Stevenson - Swanston Edition, Volume 25
P G Wodehouse,The Pothunters
Henry James,The Sacred Fount
Nathaniel Hawthorne,The Blithedale Romance
Jack London,Lost Face
George Alfred Henty,In The Heart Of The Rockies
G K Chesterton,A Short History of England
Samuel Taylor Coleridge,The Rime of the Ancient Mariner
John Bunyan,Grace Abounding to the Chief of Sinners
Henry Rider Haggard,King Solomon's Mines
John Ruskin,Sesame and Lilies
Bret Harte,Condensed Novels
Frank Richard Stockton,The Rudder Grangers Abroad and Other Stories
Harriet Elizabeth Beecher Stowe,Queer Little Folks
Jane Austen,Emma
Frank Richard Stockton,The Stories of the Three Burglars
Jane Austen,Love And Freindship And Other Early Works
Bret Harte,From Sand Hill to Pine
Sir Arthur Conan Doyle,The Sign of the Four
William Henry Hudson,A Shepherd's Life
Rudyard Kipling,The Jungle Book
Thomas Carlyle,History of Friedrich II of Prussia, Volume 9
Charles Dickens,Dombey and Son
Rudyard Kipling,Songs from Books
Robert Louis Stevenson,The Strange Case Of Dr. Jekyll And Mr. Hyde
Albert Einstein,Relativity: The Special and General Theory
Bret Harte,Dickens in Camp
Sir Arthur Conan Doyle,The Great Shadow and Other Napoleonic Tales
Grant Allen,Science in Arcady
William Wymark Jacobs,Over The Side, Captains All, Book 6
Nathaniel Hawthorne,Fancy's Show-Box (From "Twice Told Tales")
Jacob Abbott,Mary Queen of Scots
Henry James,The Diary of a Man of Fifty
Lewis Carroll,Eight or Nine Wise Words about Letter-Writing
Thornton Waldo Burgess,The Adventures of Jerry Muskrat
Nathaniel Hawthorne,The Sister Years (From "Twice Told Tales")
Anthony Trollope,The Claverings
Edward Phillips Oppenheim,The Cinema Murder
R M Ballantyne,The Fugitives
Rudyard Kipling,Kipling Stories and Poems Every Child Should Know, Book II
Herbert George Wells,Text Book of Biology, Part 1: Vertebrata
William Wymark Jacobs,The Old Man of the Sea, Ship's Company, Part 11
G K Chesterton,Tremendous Trifles
Jack London,Children of the Frost
William Wymark Jacobs,The Guardian Angel, Ship's Company, Part 7
Jack London,Brown Wolf and Other Jack London Stories
Charles Darwin,The Variation of Animals and Plants under Domestication Volume I
Mark Twain,A Dog's Tale
James Otis,The Minute Boys of York Town
Abraham Lincoln,The Writings of Abraham Lincoln, Volume 1: 1832-1843
Abraham Lincoln,State of the Union Addresses
William Dean Howells,The Confessions of a Summer Colonist
Baronness Orczy,Petticoat Rule
Robert Louis Stevenson,Island Nights' Entertainments
Anthony Trollope,North America Volume 1
Anthony Trollope,George Walker At Suez
Daniel Defoe,The Complete English Tradesman (1839 ed.)
Bret Harte,Tennessee's Partner
Charles Dickens,Sketches by Boz
Anthony Trollope,Mr. Scarborough's Family
P G Wodehouse,The Little Nugget
Lucy Maud Montgomery,Rainbow Valley
Rudyard Kipling,Plain Tales from the Hills
Jack London,South Sea Tales
Henry James,The Jolly Corner
Nathaniel Hawthorne,The Haunted Mind (From "Twice Told Tales")
John Morley,Critical Miscellanies, Volume 3, Essay 5, On Pattison's Memoirs
R M Ballantyne,Digging for Gold
Leigh Hunt,Captain Sword and Captain Pen
Washington Irving,Little Britain
Ralph Waldo Emerson,Essays
George Bernard Shaw,The Man of Destiny
John Ruskin,Val d'Arno
Herbert George Wells,Mr. Britling Sees It Through
Jack London,The Cruise of the Snark
Edward Phillips Oppenheim,To Win the Love He Sought
Sir Walter Scott,The Antiquary, Complete
Bret Harte,The Argonauts of North Liberty
Charles Dickens,A Child's History of England
Jack London,The Human Drift and Other Stories
James Matthew Barrie,Sentimental Tommy
Anthony Trollope,Harry Heathcote of Gangoil
Mark Twain,Christian Science
Thomas Henry Huxley,The Interpreters of Genesis and the Interpreters of Nature
George Eliot,The Lifted Veil
George Alfred Henty,In the Irish Brigade
Robert Louis Stevenson,The Works of Robert Louis Stevenson - Swanston Edition, Volume 19
R M Ballantyne,The Red Eric
William Dean Howells,Suburban Sketches
James Fenimore Cooper,A Residence in France
Nathaniel Hawthorne,The Gorgon's Head
Grant Allen,The Beckoning Hand and Other Stories
James Matthew Barrie,Tommy and Grizel
P G Wodehouse,A Damsel in Distress
Rudyard Kipling,Verses 1889-1896
William Wymark Jacobs,At Sunwich Port
Edward Stratemeyer,The Rover Boys at Colby Hall
Zane Grey,The Heritage of the Desert
Washington Irving,Wolfert's Roost and Miscellanies
Thomas Henry Huxley,American Addresses, with a Lecture on the Study of Biology
John Morley,The Life of William Ewart Gladstone (Vol 2 of 3)
Robert Louis Stevenson,A Child's Garden of Verses, Version 2
G K Chesterton,The Victorian Age in Literature
Andrew Lang,Modern Mythology
Anthony Trollope,An Eye for an Eye
P G Wodehouse,The Politeness of Princes
William Somerset Maugham,The Making of a Saint
George Alfred Henty,With Moore At Corunna
Charlotte Mary Yonge,Lady Hester, or Ursula's Narrative
John Bunyan,The Works of John Bunyan
Joseph Conrad,Notes on My Books
Jack London,When God Laughs and Other Stories
Jerome Klapka Jerome,Sketches in Lavender, Blue and Green
Nathaniel Hawthorne,A Bell's Biography
Charles Darwin,On the Origin of Species 6th Edition
Lord Tennyson,Becket and other plays
Thomas Hardy,Desperate Remedies
Herbert George Wells,Marriage
Nathaniel Hawthorne,Browne's Folly
Zane Grey,The Young Forester
James Otis,A Runaway Brig
Henry James,The American
Mark Twain,Personal Recollections of Joan of Arc, Volume 1
Charlotte Mary Yonge,Chantry House
Anthony Trollope,The Courtship of Susan Bell
Beatrix Potter,The Tale of the Flopsy Bunnies
Charles Dickens,Pictures from Italy
Frank Richard Stockton,Rudder Grange
Daniel Defoe,A Short Narrative of the Life and Actions of His Grace John, D. of Marlborogh
William Dean Howells,Venetian Life
Ambrose Bierce,Black Beetles in Amber
Edgar Allan Poe,The Works of Edgar Allan Poe Volume 5
Henry James,Roderick Hudson
Louisa May Alcott,Aunt Jo's Scrap-Bag
Jacob Abbott,Hannibal
Jack London,The Turtles of Tasman
Andrew Lang,Prince Prigio
Lewis Carroll,Rhyme? And Reason?
John Ruskin,Unto This Last and Other Essays on Political Economy
Henry James,The Figure in the Carpet
Wilkie Collins,The Evil Genius
Mark Twain,The Innocents Abroad
George Alfred Henty,A Knight of the White Cross
Edward Phillips Oppenheim,The Malefactor
William Butler Yeats,Discoveries
Thomas Robert Malthus,An Essay on the Principle of Population
Charles Dickens,David Copperfield
P B Shelley,The Complete Poetical Works of Percy Bysshe Shelley
Edgar Rice Burroughs,Out of Time's Abyss
Charlotte Mary Yonge,Friarswood Post-Office
Henry Rider Haggard,The Yellow God
Oscar Wilde,Lord Arthur Savile's Crime and Other Stories
Herbert George Wells,The New Machiavelli
George Alfred Henty,Dorothy's Double, Volume 3
Edward Phillips Oppenheim,Nobody's Man
Charles Kingsley,The Heroes
D H Lawrence,Sea and Sardinia
Jacob Abbott,History of Julius Caesar
O Henry,Waifs and Strays Part 1
Robert Browning,A Blot In The 'Scutcheon
Herbert George Wells,Love and Mr. Lewisham
Mark Twain,Sketches New and Old, Complete
Robert Louis Stevenson,Lay Morals
George Bernard Shaw,The Perfect Wagnerite
Edward Stratemeyer,Dave Porter at Star Ranch
Henry James,An International Episode
Joseph Conrad,Chance
Edward Phillips Oppenheim,A People's Man
Herbert George Wells,First and Last Things
Baronness Orczy,The Heart of a Woman
P G Wodehouse,Indiscretions of Archie
Henry Rider Haggard,Fair Margaret
John Stuart Mill,Socialism
William Wymark Jacobs,Back to Back, Night Watches, Part 1
Robert Louis Stevenson,Catriona
Mark Twain,Essays on Paul Bourget
Charles Dickens,Three Ghost Stories
William J Long,Secret of the Woods
John Galsworthy,A Family Man
Henry James,Louisa Pallant
Jacob Abbott,Richard III
Henry Rider Haggard,Montezuma's Daughter
William Makepeace Thackeray,Some Roundabout Papers
G K Chesterton,The Crimes of England
Robert Louis Stevenson,Fables
Robert Louis Stevenson,David Balfour, Second Part
William Wymark Jacobs,Keeping Up Appearances, Sailor's Knots, Part 12
Jonathan Swift,Three Sermons, Three Prayers
R M Ballantyne,The Norsemen in the West
Sir Arthur Conan Doyle,Rodney Stone
Herman Melville,I and My Chimney
Charles Kingsley,Hypatia
Thomas Hardy,The Romantic Adventures of a Milkmaid
George Alfred Henty,By Conduct and Courage
Thornton Waldo Burgess,Mother West Wind's Animal Friends
Philip Kindred Dick,Second Variety
Mark Twain,A Connecticut Yankee in King Arthur's Court, Complete
William Wymark Jacobs,The Bequest, Ship's Company, Part 6
Ambrose Bierce,The Fiend's Delight
William Dean Howells,Between The Dark And The Daylight
Hector Hugh Munro,The Unbearable Bassington
Thomas Henry Huxley,The Conditions Of Existence
Jacob Abbott,Rollo's Experiments
William Henry Hudson,Green Mansions
R M Ballantyne,Red Rooney
Daniel Defoe,Second Thoughts are Best
William Wymark Jacobs,The Persecution of Bob Pretty, Odd Craft, Part 9
Eugene O_Neill,The Hairy Ape
Edward Phillips Oppenheim,The Golden Web
Edward Phillips Oppenheim,The Moving Finger
Edward Stratemeyer,At the Fall of Port Arthur
P G Wodehouse,Something New
George Alfred Henty,Captain Bayley's Heir
William Somerset Maugham,Orientations
Robert Louis Stevenson,A Child's Garden of Verses, Version 3
George Eliot,Romola
R M Ballantyne,Martin Rattler
Charlotte Mary Yonge,The Dove in the Eagle's Nest
Benjamin Disraeli,The Infernal Marriage
Baronness Orczy,I Will Repay
George Alfred Henty,Under Wellington's Command
Thomas Carlyle,The Life of Friedrich Schiller
John Ruskin,Our Fathers Have Told Us, Part I, The Bible of Amiens
Sir Isaac Newton,The Chronology of Ancient Kingdoms Amended
Rudyard Kipling,The Works of Rudyard Kipling One Volume Edition
Lyman Frank Baum,Aunt Jane's Nieces and Uncle John
Rafael Sabatini,The Suitors of Yvonne
Andrew Lang,A Short History of Scotland
William J Long,Northern Trails, Book 1
Sinclair Lewis,Babbitt
Robert Louis Stevenson,Songs of Travel
Edward Stratemeyer,The Rover Boys on the Ocean
Bret Harte,The Crusade of the Excelsior
William Dean Howells,Of Literature
Jacob Abbott,Marco Paul's Voyages and Travels; Vermont
Samuel Taylor Coleridge,Shakespeare, Ben Jonson, Beaumont and Fletcher
John Maynard Keynes,The Economic Consequences of the Peace
Thomas Henry Huxley,The Lights of the Church and the Light of Science
R M Ballantyne,The Iron Horse
George Alfred Henty,A Roving Commission
Rudyard Kipling,France At War
James Russell Lowell,The Biglow Papers
Edgar Allan Poe,The Raven
Nathaniel Hawthorne,Chippings With A Chisel (From "Twice Told Tales")
Jane Austen,Sense and Sensibility
Daniel Defoe,The History of the Life and Adventures of Mr. Duncan Campbell
Sir Arthur Conan Doyle,The Crime of the Congo
Nathaniel Hawthorne,Passages from the American Notebooks, Volume 1
Louisa May Alcott,Jack and Jill
William Wymark Jacobs,Short Cruises
Thomas Hardy,Wessex Poems and Other Verses
P G Wodehouse,William Tell Told Again
William Wymark Jacobs,Manners Makyth Man, Ship's Company, Part 12
Nathaniel Hawthorne,Time's Portraiture
Stephen Leacock,Arcadian Adventures with the Idle Rich
R M Ballantyne,The Garret and the Garden
Howard Pyle,Pepper & Salt
Herbert George Wells,Little Wars; a game for boys from twelve years of age to one hundred and fifty and for that more intelligent sort of girl who likes boys' games and books
John Dryden,Dryden's Works Vol. 4 (of 18)
Benjamin Disraeli,Henrietta Temple
George Bernard Shaw,Caesar and Cleopatra
William Wordsworth,Lyrical Ballads, With Other Poems, 1800, Volume 2
R M Ballantyne,Life in the Red Brigade
Bertrand Russell,Our Knowledge of the External World as a Field for Scientific Method in Philosophy
Benjamin Disraeli,Ixion In Heaven
Edgar Rice Burroughs,The Mad King
Jack London,Before Adam
George Alfred Henty,The Dash for Khartoum
Nathaniel Hawthorne,Fragments from The Journal of a Solitary Man
Thomas Carlyle,History of Friedrich II of Prussia, Volume 5
Sir Arthur Conan Doyle,The Last of the Legions and Other Tales of Long Ago
Joseph Conrad,Under Western Eyes
Percival Lowell,The Soul of the Far East
Thornton Waldo Burgess,Whitefoot the Wood Mouse
George Bernard Shaw,Major Barbara
O Henry,Sixes and Sevens
John Ruskin,The King of the Golden River
Jerome Klapka Jerome,Passing of the Third Floor Back
Jack London,The Acorn-Planter
Lyman Frank Baum,The Enchanted Island of Yew
Henry James,Greville Fane
Charlotte Mary Yonge,Nuttie's Father
Anthony Trollope,The Duke's Children
Jerome Klapka Jerome,The Observations of Henry
Edward Phillips Oppenheim,The Pawns Count
John Galsworthy,Villa Rubein and Other Stories
Edward Stratemeyer,Fighting in Cuban Waters
Daniel Defoe,From London to Land's End
Lucy Maud Montgomery,Chronicles of Avonlea
Bram Stoker,The Lady of the Shroud
D H Lawrence,Tortoises
Charlotte Mary Yonge,Hopes and Fears
Nathaniel Hawthorne,A Rill from the Town Pump (From "Twice Told Tales")
Jonathan Swift,The Bickerstaff-Partridge Papers
Charles Kingsley,Sermons on National Subjects
Andrew Lang,Prince Ricardo of Pantouflia
John Ruskin,Frondes Agrestes
Herbert George Wells,The Invisible Man
Henry Rider Haggard,Morning Star
Andrew Lang,Grass of Parnassus
Joseph Conrad,Some Reminiscences
William Dean Howells,Boy Life
Herbert George Wells,A Short History of the World
John Ruskin,Selections From the Works of John Ruskin
Harold Bindloss,The Long Portage
John Morley,Critical Miscellanies, Volume 3, Essay 7, A Sketch
William Dean Howells,Studies of Lowell
Henry David Thoreau,Excursions
Lucy Maud Montgomery,Lucy Maud Montgomery Short Stories, 1902 to 1903
Lyman Frank Baum,Aunt Jane's Nieces Abroad
William Makepeace Thackeray,The Paris Sketch Book Of Mr. M. A. Titmarsh
William Wymark Jacobs,Ship's Company
Charlotte Mary Yonge,The Two Sides of the Shield
Sir Arthur Conan Doyle,Memoirs of Sherlock Holmes
Charlotte Mary Yonge,Life of John Coleridge Patteson
Jack London,Tales of the Fish Patrol
Lyman Frank Baum,American Fairy Tales
James Fenimore Cooper,Autobiography of a Pocket-Hankerchief
Lord Tennyson,Idylls of the King
Edgar Allan Poe,The Masque of the Red Death
Washington Irving,Abbotsford and Newstead Abbey
Charles Kingsley,The Water-Babies
R M Ballantyne,Shifting Winds
William Dean Howells,Familiar Spanish Travels
George Alfred Henty,Sturdy and Strong
Bret Harte,The Three Partners
Thornton Waldo Burgess,The Adventures of Paddy the Beaver
Charlotte Mary Yonge,Old Times at Otterbourne
Herbert George Wells,The Food of the Gods and How It Came to Earth
Lyman Frank Baum,Mary Louise Solves a Mystery
Grant Allen,Philistia
John Ruskin,The Pleasures of England
R M Ballantyne,The Gorilla Hunters
Ambrose Bierce,The Collected Works of Ambrose Bierce, Volume 8
Louisa May Alcott,Aunt Jo's Scrap-Bag VI
Edward Phillips Oppenheim,The Illustrious Prince
William Dean Howells,A Foregone Conclusion
George Alfred Henty,Bonnie Prince Charlie
Frank Richard Stockton,The Great Stone of Sardis
Bret Harte,In the Carquinez Woods
Jack London,War of the Classes
Robert Browning,Selections from the Poems and Plays of Robert Browning
Henry Rider Haggard,Marie
William Wymark Jacobs,Homeward Bound, Sailor's Knots, Part 2
Charles Kingsley,Froude's History of England
William Somerset Maugham,The Moon and Sixpence
James Otis,Dick in the Desert
James Otis,The Adventures of a Country Boy at a Country Fair
John Galsworthy,The Mob
William Butler Yeats,Mosada
William Somerset Maugham,Liza of Lambeth
Ralph Waldo Emerson,Representative Men
William Wordsworth,Lyrical Ballads, With Other Poems, 1800, Volume 1
Mark Twain,A Horse's Tale
Henry David Thoreau,Canoeing in the wilderness
Jack London,Michael, Brother of Jerry
John Morley,Critical Miscellanies, Volume 2, Essay 3, Condorcet
Henry James,Nona Vincent
P G Wodehouse,Mike
Grant Allen,The White Man's Foot
Zane Grey,The Rustlers of Pecos County
Grant Allen,Falling in Love
Charles Darwin,A Naturalist's Voyage Round the World
D H Lawrence,Aaron's Rod
Agatha Christie,The Mysterious Affair at Styles
Rudyard Kipling,The Seven Seas
Sir Walter Scott,Waverley
Leigh Hunt,Stories from the Italian Poets: With Lives of the Writers, Volume 2
Robert Louis Stevenson,The Works of Robert Louis Stevenson - Swanston Edition, Volume 7
Bret Harte,Under the Redwoods
Henry James,The Portrait of a Lady, Volume 2
Frank Richard Stockton,The Lady, or the Tiger?
Anthony Trollope,Rachel Ray
R M Ballantyne,Fast in the Ice
Bret Harte,A Protegee of Jack Hamlin's and Other Stories
Andrew Lang,Adventures among Books
William Wymark Jacobs,Keeping Watch, Night Watches, Part 2
Henry Rider Haggard,Hunter Quatermain's Story
Frank Richard Stockton,Amos Kilbright; His Adscititious Experiences
Jack London,Burning Daylight
Ambrose Bierce,The Collected Works of Ambrose Bierce, Volume 1
William Butler Yeats,The Land Of Heart's Desire
Robert Louis Stevenson,A Child's Garden of Verses, Verse 130
Daniel Defoe,The True-Born Englishman
Sir Arthur Conan Doyle,The Poison Belt
William Dean Howells,The Albany Depot
John Ruskin,The Stones of Venice, Volume II (of 3)
William Wymark Jacobs,Shareholders, Deep Waters, Part 1
Henry James,Embarrassments
William Dean Howells,The Parlor-Car
Anthony Trollope,Ralph the Heir
R M Ballantyne,Hunting the Lions
Bret Harte,Two Men of Sandy Bar
Edward Stratemeyer,The Last Cruise of the Spitfire
William Makepeace Thackeray,The Newcomes
Henry James,The Wings of the Dove, Volume 1
Robert Louis Stevenson,Across The Plains
Frank Richard Stockton,The Captain's Toll-Gate
Sir Arthur Conan Doyle,The Adventure of the Red Circle
Edward Stratemeyer,The Rover Boys in Camp
Jack London,The Valley of the Moon
Thornton Waldo Burgess,Lightfoot the Deer
R M Ballantyne,The Thorogood Family
Charles Darwin,The Descent of Man and Selection in Relation to Sex Volume II (1st Edition)
R M Ballantyne,Battles with the Sea
Philip Kindred Dick,Beyond the Door
Edward Phillips Oppenheim,The Kingdom of the Blind
Lord Byron,The Works of Lord Byron. Vol. 5
George Alfred Henty,Winning His Spurs
John Galsworthy,The Silver Box
Charlotte Mary Yonge,The Lances of Lynwood
Alexander Pope,The Works of Alexander Pope, Volume 1
Lyman Frank Baum,Aunt Jane's Nieces in the Red Cross
